mql_id,first_contact_date,origin,won_date,converted,business_segment,lead_type,lead_behaviour_profile,has_company,has_gtin,average_stock,declared_product_catalog_size,declared_monthly_revenue,missing_fields_count,readiness_score,friction_score,completeness_level,behaviour_profile_clean
c534e2f89539e866011e1e75adfefbfb,2024-01-18,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
c3764ab3fed8fbf556c87fdeaea744a9,2030-04-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
a555fb36b9368110ede0f043dfc3b9a0,2004-04-18,referral,2008-05-18,1,car_accessories,industry,eagle,0,0,0,0,0,4,0,4,LOW_COMPLETENESS,eagle
988c9372560f30a5f28f92640bb2b3da,2023-05-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
327174d3648a2d047e8940d7d15204ca,2003-04-18,organic_search,2005-06-18,1,home_appliances,online_big,cat,0,0,0,0,0,4,0,4,LOW_COMPLETENESS,cat
a5448d7164426cc7f3260a7b2001e3e6,2008-12-17,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
6dda8f32d9ddc2a9ffe87be7d361a5c9,2016-02-18,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
be8f254ef25c5a40ac8b395ed4fc6033,2013-01-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
3183fc21acb07e30098c42484e12d697,2015-01-18,direct_traffic,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
8051b43253152a39fe9367c69b79b42b,2023-02-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
443a4c031f05c42f729a1ff2ac219b5a,2025-07-17,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
e1b036022a6aaa7d187caae163216533,2013-07-17,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
29860f5735fc4987b5f8ef3ee2767847,2012-03-18,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
4bdc2dfb783f8c24c6d0d032a623febc,2014-04-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
6d1ca411fcbc6a21484877d59be651db,2031-12-17,display,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
b12b646e693cbf411f8eaae5204ffdfe,2011-09-17,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
e3154fc901362537cc34b26fd18f0f05,2029-05-18,referral,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
f101b87d3b9adb48f2016bf059067ea2,2002-05-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
a8b32485ea3dafd7c06f87afe4f7c6d2,2015-04-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
2f0bf07b716733d56ffa0b68cfe3823f,2008-05-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
676c0c9be43fd984c92b0ecfdab3c0d9,2031-12-17,display,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
5f62b80e297edbcbfb1bb211062834e9,2026-01-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
b62db8fadd1b177cc5ed1d239d6e2f1e,2022-02-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
f0b8024455e6c0cb3ab7495325afee5c,2011-05-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
2f20c4826f9fabdb206537363642dd65,2018-04-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
65855f77bb6ee720c0a940b9cf8101a9,2026-09-17,referral,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
91ae48805e8e96055d454f043054059b,2007-03-18,display,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
899c617012fd3225c396958f91b21f84,2016-03-18,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
365aa59e779547d7e081b220f8fa67ac,2029-09-17,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
f5fee8f7da74f4887f5bcae2bafb6dd6,2014-01-18,paid_search,2017-01-18,1,food_drink,online_small,,0,0,0,0,0,4,0,4,LOW_COMPLETENESS,UNKNOWN
82ade9609d9915ca5e830df04b7d90e2,2003-01-18,referral,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
1d833a78ef4b542f594ef2cd734e1d14,2030-05-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
9cfc99e322c9ce9f0fcfe1843113b472,2028-03-18,direct_traffic,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
2b6319cb1c507418504e28bf285072ee,2005-02-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
4c721b2017d5fb477659ba48277446de,2017-02-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
9cb7b5ea641f6919eec4a49c7957c6e0,2006-07-17,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
ce8d8333fc3f225ab596b0505fbdb2cf,2019-04-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
fe629597eb47defc9ff1e96bbd47277c,2005-04-18,direct_traffic,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
656b60bbc8395b4e80dc1cc6a3cf1ef2,2028-02-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
0e4b276ab6c5b327772e80cc543a0049,2022-01-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
196a347f6fbe48ecb3c53a261119729e,2019-10-17,email,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
312ec7f8d4615d6dd78477a4f581c612,2010-10-17,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
56c25287be94f28752503a1cb341c896,2007-08-17,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
710ba53b0d353329706ee1bedf4b9b39,2010-08-17,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
80b7b0e690b99b5246e4b11990fb8184,2012-09-17,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
19e733acd3ee9f9362a484e5915c132b,2006-03-18,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
b34757e1761fdbe6d687ecf4d698447a,2010-07-17,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
8e7af20b649bd58357ffc4aa7cf5e88f,2008-02-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
96add356f09fd7a5941ebb73c114b051,2010-01-18,direct_traffic,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
8e952443b19bfc5d0b90e6c4eabcb8fb,2028-01-18,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
06dc745ebe65fdc0b40a6360a1876967,2025-05-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
5134cb3d435ee631ad39aaa79f8874d0,2021-10-17,direct_traffic,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
5ff3fd94bc09fae5dab3de636b8f130c,2029-01-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
4cc863f5bb92c44a3936263859171e53,2009-05-18,other_publicities,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
936c567e63dabf5ab46ed2440f376fc8,2020-02-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
1ca6bbff2b5e3a0f442e1407ec1c1654,2026-04-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
c3804daac5b8859f0975d20c9fe3370e,2005-01-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
ffe640179b554e295c167a2f6be528e0,2009-10-17,unknown,2003-07-18,1,home_appliances,industry,wolf,0,0,0,0,0,4,0,4,LOW_COMPLETENESS,wolf
e66d9dab8705f19bd91b48f1a6bc5487,2020-05-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
8631e5b91354a846f00dbbf16ad94259,2012-04-18,other,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
e7cdf7ba8ccaec414712f15d40280d50,2011-07-17,other,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
ac83d3f400e95a5d31e7c59d2743bf73,2008-07-17,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
aa839cfb74f9e5ae2a89572a0093dd58,2029-01-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
a51d33efc990731cb31eb6e9bcf79670,2007-03-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
280d8c73b56b79f1059539da36c7ae4a,2011-05-18,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
a8de839ca3b50ef2eac03640ccf56afd,2005-09-17,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
c2411c0857a5002c42d2b16457deba2f,2007-08-17,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
2f159dfb71adadd9ed3956f59a97c248,2025-05-18,email,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
ef4fc148f9ea60330eb0df54b1349a2d,2027-08-17,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
b94fba7670eeb44dce2a0d8eb790e9f5,2006-02-18,organic_search,2007-02-18,1,health_beauty,online_medium,,0,0,0,0,0,4,0,4,LOW_COMPLETENESS,UNKNOWN
09ec0f40d1fec53253882a9f9f913cbd,2024-08-17,referral,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
38d278dbb9c22bb5190e920ce2ed5fff,2014-11-17,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
c3e30ed7ac989117c7e1e719b4ac128f,2020-02-18,direct_traffic,2016-04-18,1,computers,online_medium,wolf,0,0,0,0,0,4,0,4,LOW_COMPLETENESS,wolf
437aadef672e77658e88fa71c9bd224c,2018-10-17,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
010d18a1aeff169f741b6fe97fdd6a1d,2030-01-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
9c975e80ae0c16ac742ab69f9750ce6d,2014-05-18,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
b02c89251106e1fdd9d92744be9f94f2,2013-04-18,unknown,2017-04-18,1,health_beauty,offline,cat,0,0,0,0,0,4,0,4,LOW_COMPLETENESS,cat
56acc3070ab7205fcdb09ec5c8071dac,2016-10-17,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
3aab3d6ff7ff48ac335703d9125ad2a7,2024-11-17,display,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
fc90ef8f569ff0eecfdc2c3860ee64a1,2024-03-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
e7a7ba56b1be30e178cd52820e063396,2015-09-17,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
16ff2a6adf8f3b8d2ec7bb6777eac8a0,2021-03-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
65c6cd63f9c7a97d36b6648b1795f35e,2021-03-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
c24c47dd1b2e9aac64cab553d94a22d7,2001-01-18,referral,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
e8520871e749a7ea9fb362d1805f28be,2020-03-18,direct_traffic,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
f56fd81299f45d30fae410987983d000,2016-11-17,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
c1ca185ea0fad2ac9c1e9bf8e21c793e,2020-04-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
9078bbd890a90f1aa3c5e8d972394eb6,2014-05-18,display,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
a90a37898cc5f2718385a2fb981caaff,2027-04-18,social,2014-05-18,1,household_utilities,offline,eagle,0,0,0,0,0,4,0,4,LOW_COMPLETENESS,eagle
2f384466a8f3cc12bbd45d984ff77765,2014-03-18,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
f63d6b3e439d2ef66cf77266122a88bf,2004-04-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
5afa3c562f5bf2eff62de390e531c25d,2008-07-17,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
943344b5f592e157b66b4b2c6843b301,2006-02-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
13602f4cdec52bd97a46254441b3388d,2015-05-18,other_publicities,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
463c7558d4ac8301f0a761f91354aad2,2008-11-17,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
4ab9470d39a8977d187d3798564676b3,2026-04-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
2dbebc911a1207004e14e56b7a083fc6,2026-04-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
955ae0c84845908d3b53f191436ec1f1,2027-04-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
4ce4011e6bdfd15319697206ae16ea7f,2008-01-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
f5a6556225bb4e85ce5be5dda9d05b8a,2023-04-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
0173e8d8b1d94a355b440fb67388f532,2018-10-17,paid_search,2024-04-18,1,household_utilities,online_medium,eagle,0,0,0,0,0,4,0,4,LOW_COMPLETENESS,eagle
04e85c80a49b7b5a54537facf38a28b8,2026-10-17,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
af2de23c98a456d8fe1171e3e0395e32,2002-05-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
a1950012395742fd71f4fdd4cba9414e,2022-08-17,email,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
2538ccba4cdbde6974a7a6a61c7d8f24,2002-04-18,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
95fcfe6012d7851f874cde5d3cb7e980,2017-01-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
065940d7612634b4e81f593f6ce19418,2027-01-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
d802a3e63c700493242d9d104389c7df,2012-09-17,email,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
309eabc665c773760a1c0e4e318df2ad,2029-04-18,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
71d54f4b09795d02cbc6959c1145e886,2014-07-17,display,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
42c089a7e6899fe52a40bbbf7148e4e2,2024-11-17,organic_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
232049f5aff15800ce41a9a7c4cf6730,2021-02-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
9221cc350ac177eee820422285504985,2005-05-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
0138fa79ed7cc7113e031e4ac11bd26a,2007-07-17,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
78d78a6d9952bcd96e3394f8f3c7c89d,2005-02-18,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
de5217ec03f9420c3a82973ef073279b,2022-03-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
e8432fb72c61c9066957124e5a420a05,2009-10-17,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
ffc87aa6d02f68087d1978176980b783,2014-01-18,referral,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
b34c9107f787d3a7ac13ba69ce65434d,2020-07-17,display,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
4e4e70d504b4c0006c8287dedc99d0fc,2004-02-18,social,2028-02-18,1,construction_tools_house_garden,online_medium,cat,0,0,0,0,0,4,0,4,LOW_COMPLETENESS,cat
303d834ae7ba59a8233f9b0bd60998fe,2014-04-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
b19589a2ef8be9a8f2f3bace66d77e77,2027-10-17,other,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
2f54574b6d12a25b2129c3466f9979fa,2009-04-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
408a9c4a79800232ac656249af3162eb,2021-02-18,paid_search,2023-02-18,1,construction_tools_house_garden,online_big,cat,0,0,0,0,0,4,0,4,LOW_COMPLETENESS,cat
c52caddded0b8beec90aa67a3b812622,2011-04-18,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
e1b0e6b958ea38f4dae5f9d24730ef05,2012-08-17,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
88fc9401f1a0964149d7659b140c39c7,2009-03-18,unknown,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
ecb369befefc67e57056c2c89ab1af20,2008-03-18,display,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
d94500cbf74c4ea234acc780c04913a2,2015-05-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
24a0f25cbb04c099f7ad15dfb0447ba1,2023-04-18,social,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
550087d2dcb6ff5567452f2efcadb8c4,2016-05-18,paid_search,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,LOW_COMPLETENESS,UNKNOWN
